"uscode","naics","lfo","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","f1_4","e1_4nf","e1_4","q1_4nf","q1_4","a1_4nf","a1_4","n1_4","f5_9","e5_9nf","e5_9","q5_9nf","q5_9","a5_9nf","a5_9","n5_9","f10_19","e10_19nf","e10_19","q10_19nf","q10_19","a10_19nf","a10_19","n10_19","f20_49","e20_49nf","e20_49","q20_49nf","q20_49","a20_49nf","a20_49","n20_49","f50_99","e50_99nf","e50_99","q50_99nf","q50_99","a50_99nf","a50_99","n50_99","f100_249","e100_249nf","e100_249","q100_249nf","q100_249","a100_249nf","a100_249","n100_249","f250_499","e250_499nf","e250_499","q250_499nf","q250_499","a250_499nf","a250_499","n250_499","f500_999","e500_999nf","e500_999","q500_999nf","q500_999","a500_999nf","a500_999","n500_999","f1000","e1000nf","e1000","q1000nf","q1000","a1000nf","a1000","n1000"
"98","49211/","Z",,"H",21949,"H",162549,"H",695166,3276,,"H",3340,"H",24307,"H",113522,2024,,"H",4526,"G",33524,"G",139583,699,,"H",4749,"G",35521,"G",149282,364,,"H",3815,"H",27068,"H",115806,132,,"H",2696,"H",20454,"H",87350,41,,"G",1965,"H",13266,"H",56024,14,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49211/","S",,"H",846,"H",3715,"H",14607,273,,"H",348,"S",0,"H",6073,227,,"H",176,"G",813,"G",3365,29,,"G",167,"G",853,"G",2673,12,"C","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49211/","P",,"H",3563,"H",26190,"H",112633,344,"E","S",0,"S",0,"H",10558,190,"E","S",0,"H",2824,"H",12325,62,"F","D",0,"D",0,"D",0,45,,"H",1010,"G",8577,"G",34660,35,,"G",532,"G",3383,"G",14189,8,,"H",731,"H",5655,"H",25702,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49211/","N","B","D",0,"D",0,"D",0,4,"A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49211/","O","A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492110","-",,"G",497923,"H",5023275,"H",20758179,9143,,"H",6579,"G",67137,"H",320589,4003,,"H",8625,"G",81572,"G",340441,1331,,"H",12856,"G",126277,"G",528189,973,,"H",33773,"G",332770,"G",1422737,1067,,"G",51167,"G",504144,"G",2079192,721,,"G",105409,"G",1018307,"G",4209576,699,"L","D",0,"D",0,"D",0,180,"L","D",0,"D",0,"D",0,91,"M","D",0,"D",0,"D",0,78
"98","492110","C",,"G",471484,"H",4830510,"H",19934404,5245,,"H",2564,"G",39187,"G",190364,1559,,"H",3517,"G",44411,"G",185168,541,,"H",7366,"G",86289,"G",360846,551,,"H",28793,"G",296520,"G",1269775,895,,"G",47875,"G",480058,"G",1976545,671,,"G",102713,"G",999386,"G",4127850,681,"L","D",0,"D",0,"D",0,178,"L","D",0,"D",0,"D",0,91,"M","D",0,"D",0,"D",0,78
"98","492110","Z",,"H",21949,"H",162549,"H",695166,3276,,"H",3340,"H",24307,"H",113522,2024,,"H",4526,"G",33524,"G",139583,699,,"H",4749,"G",35521,"G",149282,364,,"H",3815,"H",27068,"H",115806,132,,"H",2696,"H",20454,"H",87350,41,,"G",1965,"H",13266,"H",56024,14,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492110","S",,"H",846,"H",3715,"H",14607,273,,"H",348,"S",0,"H",6073,227,,"H",176,"G",813,"G",3365,29,,"G",167,"G",853,"G",2673,12,"C","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492110","P",,"H",3563,"H",26190,"H",112633,344,"E","S",0,"S",0,"H",10558,190,"E","S",0,"H",2824,"H",12325,62,"F","D",0,"D",0,"D",0,45,,"H",1010,"G",8577,"G",34660,35,,"G",532,"G",3383,"G",14189,8,,"H",731,"H",5655,"H",25702,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492110","N","B","D",0,"D",0,"D",0,4,"A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492110","O","A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","4922//","-",,"G",29974,"G",201522,"G",851080,4470,,"H",4867,"G",30530,"G",145533,2958,,"G",5359,"G",37014,"G",156208,826,,"G",5498,"G",38670,"G",157600,418,,"G",5341,"G",36317,"G",152318,180,,"G",4341,"G",27697,"G",113642,62,,"G",3519,"G",23053,"G",90283,23,,"G",1049,"G",8241,"H",35496,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","4922//","C",,"G",8657,"G",58759,"G",242012,1012,,"G",941,"G",6386,"G",32033,638,,"G",1133,"G",8234,"G",32952,173,,"G",1456,"G",10906,"G",43514,107,,"G",1836,"G",11670,"G",48123,59,,"G",1661,"G",10161,"G",41631,24,,"G",1630,"G",11402,"G",43759,11,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","4922//","Z",,"G",18985,"G",130958,"G",556711,2922,,"H",3250,"G",21058,"G",98185,1910,,"G",3737,"G",26243,"G",112923,578,,"G",3632,"G",25462,"G",104707,279,,"G",3108,"G",22365,"G",94129,106,,"G",2489,"G",16348,"G",66336,35,,"H",1720,"G",11241,"G",44935,11,,"G",1049,"G",8241,"H",35496,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","4922//","S",,"G",1025,"G",4508,"G",19493,330,,"H",429,"G",1747,"G",7713,269,,"H",252,"G",1255,"G",4834,40,,"G",195,"G",808,"G",3268,15,,"H",149,"H",698,"H",3678,6,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","4922//","P",,"H",1275,"G",7154,"G",32274,198,,"G",238,"G",1280,"G",7381,136,,"H",225,"G",1206,"G",5165,33,,"H",204,"G",1486,"G",6076,16,,"G",248,"G",1584,"G",6388,9,,"G",191,"G",1188,"H",5675,3,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","4922//","N","B","S",0,"G",121,"G",521,6,"A","S",0,"S",0,"H",206,4,"A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","4922//","O","A","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49221/","-",,"G",29974,"G",201522,"G",851080,4470,,"H",4867,"G",30530,"G",145533,2958,,"G",5359,"G",37014,"G",156208,826,,"G",5498,"G",38670,"G",157600,418,,"G",5341,"G",36317,"G",152318,180,,"G",4341,"G",27697,"G",113642,62,,"G",3519,"G",23053,"G",90283,23,,"G",1049,"G",8241,"H",35496,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49221/","C",,"G",8657,"G",58759,"G",242012,1012,,"G",941,"G",6386,"G",32033,638,,"G",1133,"G",8234,"G",32952,173,,"G",1456,"G",10906,"G",43514,107,,"G",1836,"G",11670,"G",48123,59,,"G",1661,"G",10161,"G",41631,24,,"G",1630,"G",11402,"G",43759,11,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49221/","Z",,"G",18985,"G",130958,"G",556711,2922,,"H",3250,"G",21058,"G",98185,1910,,"G",3737,"G",26243,"G",112923,578,,"G",3632,"G",25462,"G",104707,279,,"G",3108,"G",22365,"G",94129,106,,"G",2489,"G",16348,"G",66336,35,,"H",1720,"G",11241,"G",44935,11,,"G",1049,"G",8241,"H",35496,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49221/","S",,"G",1025,"G",4508,"G",19493,330,,"H",429,"G",1747,"G",7713,269,,"H",252,"G",1255,"G",4834,40,,"G",195,"G",808,"G",3268,15,,"H",149,"H",698,"H",3678,6,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49221/","P",,"H",1275,"G",7154,"G",32274,198,,"G",238,"G",1280,"G",7381,136,,"H",225,"G",1206,"G",5165,33,,"H",204,"G",1486,"G",6076,16,,"G",248,"G",1584,"G",6388,9,,"G",191,"G",1188,"H",5675,3,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49221/","N","B","S",0,"G",121,"G",521,6,"A","S",0,"S",0,"H",206,4,"A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","49221/","O","A","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492210","-",,"G",29974,"G",201522,"G",851080,4470,,"H",4867,"G",30530,"G",145533,2958,,"G",5359,"G",37014,"G",156208,826,,"G",5498,"G",38670,"G",157600,418,,"G",5341,"G",36317,"G",152318,180,,"G",4341,"G",27697,"G",113642,62,,"G",3519,"G",23053,"G",90283,23,,"G",1049,"G",8241,"H",35496,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492210","C",,"G",8657,"G",58759,"G",242012,1012,,"G",941,"G",6386,"G",32033,638,,"G",1133,"G",8234,"G",32952,173,,"G",1456,"G",10906,"G",43514,107,,"G",1836,"G",11670,"G",48123,59,,"G",1661,"G",10161,"G",41631,24,,"G",1630,"G",11402,"G",43759,11,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492210","Z",,"G",18985,"G",130958,"G",556711,2922,,"H",3250,"G",21058,"G",98185,1910,,"G",3737,"G",26243,"G",112923,578,,"G",3632,"G",25462,"G",104707,279,,"G",3108,"G",22365,"G",94129,106,,"G",2489,"G",16348,"G",66336,35,,"H",1720,"G",11241,"G",44935,11,,"G",1049,"G",8241,"H",35496,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492210","S",,"G",1025,"G",4508,"G",19493,330,,"H",429,"G",1747,"G",7713,269,,"H",252,"G",1255,"G",4834,40,,"G",195,"G",808,"G",3268,15,,"H",149,"H",698,"H",3678,6,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492210","P",,"H",1275,"G",7154,"G",32274,198,,"G",238,"G",1280,"G",7381,136,,"H",225,"G",1206,"G",5165,33,,"H",204,"G",1486,"G",6076,16,,"G",248,"G",1584,"G",6388,9,,"G",191,"G",1188,"H",5675,3,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492210","N","B","S",0,"G",121,"G",521,6,"A","S",0,"S",0,"H",206,4,"A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","492210","O","A","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","493///","-",,"G",691717,"G",6835985,"G",27834951,14088,,"G",8704,"G",104103,"G",545261,4358,,"G",15683,"G",166329,"G",671918,2309,,"G",33072,"G",348965,"G",1374206,2367,,"G",74389,"G",780314,"G",3086250,2380,,"G",80249,"G",835509,"G",3357834,1159,,"G",131193,"G",1334030,"G",5470340,854,,"G",136873,"G",1340770,"G",5431543,389,,"H",168528,"H",1535818,"H",6284863,241,,"H",43026,"H",390147,"H",1612736,31
"98","493///","C",,"G",538882,"G",5379164,"G",21657238,7840,,"G",4157,"G",59283,"G",261694,2028,,"G",8356,"G",97638,"G",381090,1224,,"G",17963,"G",210152,"G",791379,1279,,"G",43319,"G",488227,"G",1886175,1372,,"G",50773,"G",565011,"G",2217494,727,,"G",95833,"G",1021766,"G",4112876,617,,"G",118396,"G",1145557,"G",4660788,338,,"H",159146,"H",1416105,"H",5797807,226,,"H",40939,"H",375425,"H",1547935,29
"98","493///","Z",,"G",102359,"G",949095,"G",3912567,3889,,"G",2639,"G",25484,"G",119894,1304,,"G",4562,"G",42999,"G",179517,670,,"G",10408,"G",96861,"G",410748,739,,"G",20819,"G",191524,"G",787238,667,,"G",20815,"G",190370,"G",791451,303,,"G",24720,"G",219167,"G",906391,166,,"G",10875,"G",120539,"G",465630,29,,"H",6463,"H",57170,"H",232019,10,"G","D",0,"D",0,"D",0,1
"98","493///","S",,"G",2479,"G",17758,"G",81911,255,,"G",268,"G",1866,"G",9190,172,,"G",245,"G",1559,"G",6770,37,,"H",314,"H",2406,"G",10373,24,,"G",385,"G",3657,"G",14544,11,,"G",545,"G",4172,"G",18212,8,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","493///","P",,"G",40474,"G",372594,"G",1711289,1799,,"G",1345,"G",15318,"H",145999,736,,"G",2011,"G",19946,"G",86950,302,,"G",3711,"G",33725,"G",136640,277,,"G",8825,"G",87661,"G",359609,293,,"G",7535,"G",70711,"G",307752,113,,"G",8711,"G",77994,"H",389832,57,,"H",6219,"H",52702,"H",217543,18,"G","D",0,"D",0,"D",0,2,"G","D",0,"D",0,"D",0,1
"98","493///","N","H","D",0,"D",0,"D",0,187,,"H",183,"G",1285,"G",4631,74,,"H",288,"G",2180,"G",8494,42,,"H",347,"G",3022,"G",12752,24,,"H",764,"H",6468,"H",26786,27,,"G",460,"H",4144,"H",17896,6,"G","D",0,"D",0,"D",0,11,"F","D",0,"D",0,"D",0,2,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","493///","O",,"G",2944,"H",66877,"H",267109,118,"C","S",0,"H",867,"G",3853,44,,"G",221,"G",2007,"G",9097,34,,"H",329,"H",2799,"H",12314,24,,"G",277,"G",2777,"G",11898,10,"C","D",0,"D",0,"D",0,2,"C","D",0,"D",0,"D",0,1,"F","D",0,"D",0,"D",0,2,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","4931//","-",,"G",691717,"G",6835985,"G",27834951,14088,,"G",8704,"G",104103,"G",545261,4358,,"G",15683,"G",166329,"G",671918,2309,,"G",33072,"G",348965,"G",1374206,2367,,"G",74389,"G",780314,"G",3086250,2380,,"G",80249,"G",835509,"G",3357834,1159,,"G",131193,"G",1334030,"G",5470340,854,,"G",136873,"G",1340770,"G",5431543,389,,"H",168528,"H",1535818,"H",6284863,241,,"H",43026,"H",390147,"H",1612736,31
"98","4931//","C",,"G",538882,"G",5379164,"G",21657238,7840,,"G",4157,"G",59283,"G",261694,2028,,"G",8356,"G",97638,"G",381090,1224,,"G",17963,"G",210152,"G",791379,1279,,"G",43319,"G",488227,"G",1886175,1372,,"G",50773,"G",565011,"G",2217494,727,,"G",95833,"G",1021766,"G",4112876,617,,"G",118396,"G",1145557,"G",4660788,338,,"H",159146,"H",1416105,"H",5797807,226,,"H",40939,"H",375425,"H",1547935,29
"98","4931//","Z",,"G",102359,"G",949095,"G",3912567,3889,,"G",2639,"G",25484,"G",119894,1304,,"G",4562,"G",42999,"G",179517,670,,"G",10408,"G",96861,"G",410748,739,,"G",20819,"G",191524,"G",787238,667,,"G",20815,"G",190370,"G",791451,303,,"G",24720,"G",219167,"G",906391,166,,"G",10875,"G",120539,"G",465630,29,,"H",6463,"H",57170,"H",232019,10,"G","D",0,"D",0,"D",0,1
"98","4931//","S",,"G",2479,"G",17758,"G",81911,255,,"G",268,"G",1866,"G",9190,172,,"G",245,"G",1559,"G",6770,37,,"H",314,"H",2406,"G",10373,24,,"G",385,"G",3657,"G",14544,11,,"G",545,"G",4172,"G",18212,8,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","4931//","P",,"G",40474,"G",372594,"G",1711289,1799,,"G",1345,"G",15318,"H",145999,736,,"G",2011,"G",19946,"G",86950,302,,"G",3711,"G",33725,"G",136640,277,,"G",8825,"G",87661,"G",359609,293,,"G",7535,"G",70711,"G",307752,113,,"G",8711,"G",77994,"H",389832,57,,"H",6219,"H",52702,"H",217543,18,"G","D",0,"D",0,"D",0,2,"G","D",0,"D",0,"D",0,1
"98","4931//","N","H","D",0,"D",0,"D",0,187,,"H",183,"G",1285,"G",4631,74,,"H",288,"G",2180,"G",8494,42,,"H",347,"G",3022,"G",12752,24,,"H",764,"H",6468,"H",26786,27,,"G",460,"H",4144,"H",17896,6,"G","D",0,"D",0,"D",0,11,"F","D",0,"D",0,"D",0,2,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","4931//","O",,"G",2944,"H",66877,"H",267109,118,"C","S",0,"H",867,"G",3853,44,,"G",221,"G",2007,"G",9097,34,,"H",329,"H",2799,"H",12314,24,,"G",277,"G",2777,"G",11898,10,"C","D",0,"D",0,"D",0,2,"C","D",0,"D",0,"D",0,1,"F","D",0,"D",0,"D",0,2,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","49311/","-",,"G",581387,"G",5567938,"G",22892371,9893,,"G",5606,"G",65643,"G",377476,2786,,"G",10735,"G",110042,"G",450109,1558,,"G",23509,"G",232764,"G",926339,1675,,"G",53964,"G",540130,"G",2163774,1715,,"G",60053,"G",615563,"G",2475107,863,,"G",108221,"G",1084207,"G",4475876,698,,"G",122285,"G",1159839,"G",4751332,346,,"H",156500,"H",1397661,"H",5762668,223,,"G",40514,"H",362089,"H",1509690,29
"98","49311/","C",,"G",460715,"G",4441566,"G",18069429,5628,,"H",2724,"G",37796,"G",176029,1308,,"H",5942,"G",65213,"G",261028,854,,"G",12730,"G",136781,"G",526931,903,,"G",31338,"G",335488,"G",1315438,986,,"G",38012,"G",418890,"G",1645015,541,,"G",78746,"G",825295,"G",3343142,501,,"G",105070,"G",988868,"G",4049391,299,,"H",147726,"H",1285868,"H",5307566,209,,"G",38427,"H",347367,"H",1444889,27
"98","49311/","Z",,"G",81958,"G",741092,"G",3070390,2773,,"G",1810,"G",17635,"G",81996,878,,"G",3203,"G",30303,"G",126158,470,,"G",7588,"G",68790,"G",287034,536,,"G",15428,"G",139921,"G",577947,486,,"G",15441,"G",137387,"G",570209,224,,"G",21103,"G",186030,"G",771127,141,,"G",10472,"G",106795,"G",436175,28,,"H",5855,"H",49250,"H",200065,9,"G","D",0,"D",0,"D",0,1
"98","49311/","S",,"G",1810,"G",11962,"G",59181,149,"C","S",0,"G",927,"H",5290,93,,"G",152,"G",1091,"G",4671,22,,"H",245,"H",1700,"H",7636,18,,"H",235,"H",2157,"H",8669,7,,"G",545,"G",4172,"G",18212,8,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","49311/","P",,"G",30582,"G",265646,"G",1263808,1162,,"G",764,"G",8247,"H",110222,444,,"G",1157,"G",11095,"G",49122,170,,"G",2564,"G",22054,"G",90165,191,,"G",6238,"G",56243,"G",235274,210,,"H",5595,"G",50970,"G",223775,84,,"G",6787,"G",60296,"H",310102,45,,"H",5360,"H",42204,"H",178184,15,"G","D",0,"D",0,"D",0,2,"G","D",0,"D",0,"D",0,1
"98","49311/","N","H","D",0,"D",0,"D",0,152,,"G",145,"G",925,"G",3496,55,,"H",230,"G",1704,"G",6529,34,,"H",294,"H",2579,"H",10981,20,,"H",670,"H",5749,"H",24033,24,,"G",460,"H",4144,"H",17896,6,"G","D",0,"D",0,"D",0,10,"F","D",0,"D",0,"D",0,2,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","49311/","O",,"G",2096,"H",59507,"H",233967,29,"A","S",0,"S",0,"H",443,8,"B","S",0,"G",636,"G",2601,8,,"H",88,"H",860,"H",3592,7,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,"F","D",0,"D",0,"D",0,2,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","493110","-",,"G",581387,"G",5567938,"G",22892371,9893,,"G",5606,"G",65643,"G",377476,2786,,"G",10735,"G",110042,"G",450109,1558,,"G",23509,"G",232764,"G",926339,1675,,"G",53964,"G",540130,"G",2163774,1715,,"G",60053,"G",615563,"G",2475107,863,,"G",108221,"G",1084207,"G",4475876,698,,"G",122285,"G",1159839,"G",4751332,346,,"H",156500,"H",1397661,"H",5762668,223,,"G",40514,"H",362089,"H",1509690,29
"98","493110","C",,"G",460715,"G",4441566,"G",18069429,5628,,"H",2724,"G",37796,"G",176029,1308,,"H",5942,"G",65213,"G",261028,854,,"G",12730,"G",136781,"G",526931,903,,"G",31338,"G",335488,"G",1315438,986,,"G",38012,"G",418890,"G",1645015,541,,"G",78746,"G",825295,"G",3343142,501,,"G",105070,"G",988868,"G",4049391,299,,"H",147726,"H",1285868,"H",5307566,209,,"G",38427,"H",347367,"H",1444889,27
"98","493110","Z",,"G",81958,"G",741092,"G",3070390,2773,,"G",1810,"G",17635,"G",81996,878,,"G",3203,"G",30303,"G",126158,470,,"G",7588,"G",68790,"G",287034,536,,"G",15428,"G",139921,"G",577947,486,,"G",15441,"G",137387,"G",570209,224,,"G",21103,"G",186030,"G",771127,141,,"G",10472,"G",106795,"G",436175,28,,"H",5855,"H",49250,"H",200065,9,"G","D",0,"D",0,"D",0,1
"98","493110","S",,"G",1810,"G",11962,"G",59181,149,"C","S",0,"G",927,"H",5290,93,,"G",152,"G",1091,"G",4671,22,,"H",245,"H",1700,"H",7636,18,,"H",235,"H",2157,"H",8669,7,,"G",545,"G",4172,"G",18212,8,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","493110","P",,"G",30582,"G",265646,"G",1263808,1162,,"G",764,"G",8247,"H",110222,444,,"G",1157,"G",11095,"G",49122,170,,"G",2564,"G",22054,"G",90165,191,,"G",6238,"G",56243,"G",235274,210,,"H",5595,"G",50970,"G",223775,84,,"G",6787,"G",60296,"H",310102,45,,"H",5360,"H",42204,"H",178184,15,"G","D",0,"D",0,"D",0,2,"G","D",0,"D",0,"D",0,1
"98","493110","N","H","D",0,"D",0,"D",0,152,,"G",145,"G",925,"G",3496,55,,"H",230,"G",1704,"G",6529,34,,"H",294,"H",2579,"H",10981,20,,"H",670,"H",5749,"H",24033,24,,"G",460,"H",4144,"H",17896,6,"G","D",0,"D",0,"D",0,10,"F","D",0,"D",0,"D",0,2,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","493110","O",,"G",2096,"H",59507,"H",233967,29,"A","S",0,"S",0,"H",443,8,"B","S",0,"G",636,"G",2601,8,,"H",88,"H",860,"H",3592,7,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,"F","D",0,"D",0,"D",0,2,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0
"98","49312/","-",,"G",41817,"G",426061,"G",1742946,1158,,"G",499,"G",5605,"G",29712,269,,"G",1164,"G",11038,"G",47271,167,,"H",3003,"G",30830,"G",132931,208,,"G",9011,"G",90187,"G",367092,282,,"G",9698,"G",91142,"G",374458,139,,"G",11469,"G",119586,"G",468130,75,,"H",4852,"H",58139,"G",241624,15,,"H",2121,"H",19534,"H",81728,3,,"G",0,"G",0,"G",0,0
"98","49312/","C",,"G",27819,"G",299559,"G",1208410,518,,"H",159,"H",1973,"G",11663,86,,"H",353,"G",3968,"G",15862,50,,"H",1134,"H",12484,"H",52283,75,,"H",5035,"H",52477,"H",212615,153,,"H",5766,"G",56928,"G",232183,81,,"G",8399,"G",94056,"G",360452,55,,"H",4852,"H",58139,"G",241624,15,,"H",2121,"H",19534,"H",81728,3,,"G",0,"G",0,"G",0,0
"98","49312/","Z",,"G",9231,"G",81587,"G",343350,401,,"H",175,"G",1671,"G",8422,95,,"G",541,"G",4811,"G",20683,77,,"G",1245,"G",12132,"G",55103,88,,"H",2755,"G",25177,"G",104585,91,,"G",2528,"G",21872,"G",91384,37,,"H",1987,"H",15924,"H",63173,13,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
