"uscode","naics","lfo","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","f1_4","e1_4nf","e1_4","q1_4nf","q1_4","a1_4nf","a1_4","n1_4","f5_9","e5_9nf","e5_9","q5_9nf","q5_9","a5_9nf","a5_9","n5_9","f10_19","e10_19nf","e10_19","q10_19nf","q10_19","a10_19nf","a10_19","n10_19","f20_49","e20_49nf","e20_49","q20_49nf","q20_49","a20_49nf","a20_49","n20_49","f50_99","e50_99nf","e50_99","q50_99nf","q50_99","a50_99nf","a50_99","n50_99","f100_249","e100_249nf","e100_249","q100_249nf","q100_249","a100_249nf","a100_249","n100_249","f250_499","e250_499nf","e250_499","q250_499nf","q250_499","a250_499nf","a250_499","n250_499","f500_999","e500_999nf","e500_999","q500_999nf","q500_999","a500_999nf","a500_999","n500_999","f1000","e1000nf","e1000","q1000nf","q1000","a1000nf","a1000","n1000"
"98","1133//","P",,"G",4620,"G",37549,"G",165119,854,,"G",962,"G",6501,"G",32958,560,,"G",1185,"G",8611,"G",38800,178,,"G",1007,"G",8647,"G",36341,77,,"G",845,"G",8101,"G",30599,30,,"G",526,"G",4763,"G",21382,8,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1133//","N",,"G",6,"H",46,"H",186,3,,"G",6,"H",46,"H",186,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1133//","O",,"G",2,"S",0,"H",38,3,,"G",2,"S",0,"H",38,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11331/","-",,"G",49728,"G",457133,"G",1955919,8151,,"G",8788,"G",61320,"G",292211,4867,,"G",12490,"G",104875,"G",437560,1901,,"G",12228,"G",111271,"G",463576,935,,"G",10855,"G",110814,"G",462631,383,,"G",3727,"G",42149,"G",183318,56,,"G",1114,"G",13557,"G",62206,8,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11331/","C",,"G",15752,"G",172354,"G",727271,1850,,"G",1775,"G",14521,"G",64923,914,,"G",3101,"G",29780,"G",121736,467,,"G",3740,"G",37962,"G",155925,291,,"G",4212,"G",46255,"G",192156,149,,"G",1605,"H",20403,"H",90483,23,,"H",793,"H",10286,"H",47631,5,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11331/","Z",,"G",21942,"G",195024,"G",840830,3282,,"G",3217,"G",23301,"G",116153,1746,,"G",5767,"G",49253,"G",207177,867,,"G",6158,"G",54174,"G",227838,464,,"G",5180,"G",51070,"G",217373,181,,"G",1394,"G",14881,"G",62753,22,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11331/","S",,"G",7406,"G",52152,"G",222475,2159,,"H",2826,"G",16943,"G",77953,1641,,"G",2437,"G",17231,"G",69847,389,,"G",1323,"G",10488,"G",43472,103,,"H",618,"H",5388,"G",22503,23,,"H",202,"H",2102,"H",8700,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11331/","P",,"G",4620,"G",37549,"G",165119,854,,"G",962,"G",6501,"G",32958,560,,"G",1185,"G",8611,"G",38800,178,,"G",1007,"G",8647,"G",36341,77,,"G",845,"G",8101,"G",30599,30,,"G",526,"G",4763,"G",21382,8,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11331/","N",,"G",6,"H",46,"H",186,3,,"G",6,"H",46,"H",186,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11331/","O",,"G",2,"S",0,"H",38,3,,"G",2,"S",0,"H",38,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113310","-",,"G",49728,"G",457133,"G",1955919,8151,,"G",8788,"G",61320,"G",292211,4867,,"G",12490,"G",104875,"G",437560,1901,,"G",12228,"G",111271,"G",463576,935,,"G",10855,"G",110814,"G",462631,383,,"G",3727,"G",42149,"G",183318,56,,"G",1114,"G",13557,"G",62206,8,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113310","C",,"G",15752,"G",172354,"G",727271,1850,,"G",1775,"G",14521,"G",64923,914,,"G",3101,"G",29780,"G",121736,467,,"G",3740,"G",37962,"G",155925,291,,"G",4212,"G",46255,"G",192156,149,,"G",1605,"H",20403,"H",90483,23,,"H",793,"H",10286,"H",47631,5,"F","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113310","Z",,"G",21942,"G",195024,"G",840830,3282,,"G",3217,"G",23301,"G",116153,1746,,"G",5767,"G",49253,"G",207177,867,,"G",6158,"G",54174,"G",227838,464,,"G",5180,"G",51070,"G",217373,181,,"G",1394,"G",14881,"G",62753,22,"C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113310","S",,"G",7406,"G",52152,"G",222475,2159,,"H",2826,"G",16943,"G",77953,1641,,"G",2437,"G",17231,"G",69847,389,,"G",1323,"G",10488,"G",43472,103,,"H",618,"H",5388,"G",22503,23,,"H",202,"H",2102,"H",8700,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113310","P",,"G",4620,"G",37549,"G",165119,854,,"G",962,"G",6501,"G",32958,560,,"G",1185,"G",8611,"G",38800,178,,"G",1007,"G",8647,"G",36341,77,,"G",845,"G",8101,"G",30599,30,,"G",526,"G",4763,"G",21382,8,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113310","N",,"G",6,"H",46,"H",186,3,,"G",6,"H",46,"H",186,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","113310","O",,"G",2,"S",0,"H",38,3,,"G",2,"S",0,"H",38,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114///","-",,"G",7767,"G",81763,"G",390509,2490,,"H",1931,"G",16120,"G",119256,2227,,"G",1051,"G",8804,"G",38750,159,,"G",674,"G",5744,"G",25834,48,,"G",1069,"G",10519,"G",46861,36,,"H",439,"H",7511,"H",27313,6,,"H",1298,"H",18083,"H",84199,9,,"H",1305,"H",14982,"G",48296,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114///","C",,"G",2509,"G",26795,"G",111681,295,,"H",263,"G",2568,"H",16353,228,,"H",197,"G",1432,"H",6973,29,,"H",266,"H",1998,"H",7383,19,,"G",340,"G",2456,"G",12326,12,,"G",0,"G",0,"G",0,0,,"G",642,"G",8702,"G",37548,4,,"H",801,"S",0,"H",31098,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114///","Z",,"G",3053,"G",29145,"G",170182,1641,,"H",1277,"G",10217,"G",80251,1542,,"G",433,"H",4030,"G",17800,65,,"H",242,"G",2340,"G",12535,17,,"G",280,"G",2066,"G",9077,10,"C","D",0,"D",0,"D",0,2,"F","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114///","S",,"G",430,"H",3547,"H",15265,283,"C","S",0,"G",663,"G",5892,261,,"H",132,"G",702,"G",3124,19,"A","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114///","P",,"H",1204,"G",13313,"G",57837,243,,"G",173,"H",2445,"G",15754,181,,"G",257,"G",2398,"G",9806,41,,"H",113,"G",870,"G",3702,8,,"G",333,"G",4841,"G",20762,11,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114///","N",,"H",492,"H",6780,"H",27268,26,"B","S",0,"H",176,"H",763,14,,"H",32,"G",242,"G",1047,5,,"H",43,"H",519,"H",2186,3,"B","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114///","O","B","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1141//","-",,"G",6115,"G",69979,"G",341208,2188,,"H",1660,"G",14634,"G",111150,2011,,"G",712,"H",6313,"H",28801,107,,"G",376,"H",3880,"G",18551,27,,"G",740,"G",8502,"G",38936,25,,"H",439,"H",7511,"H",27313,6,,"H",1114,"H",17172,"H",79237,8,,"H",1074,"S",0,"H",37220,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1141//","C",,"G",1925,"G",23297,"G",96210,240,,"H",217,"G",2393,"H",15562,199,,"H",131,"G",864,"H",4777,19,,"H",118,"H",978,"H",3389,9,,"H",200,"G",1632,"H",8798,7,,"G",0,"G",0,"G",0,0,,"G",458,"H",7791,"G",32586,3,,"H",801,"S",0,"H",31098,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1141//","Z",,"G",2686,"H",27177,"G",161392,1533,,"H",1187,"G",9678,"G",76784,1457,,"G",337,"H",3429,"H",15105,51,,"G",155,"G",1870,"G",10786,11,,"G",186,"G",1708,"G",8198,7,"C","D",0,"D",0,"D",0,2,"F","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1141//","S",,"G",369,"H",3178,"H",13450,245,"C","S",0,"G",524,"G",4946,227,,"G",106,"H",472,"H",2255,15,"A","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1141//","P",,"H",947,"G",11824,"G",51771,163,,"G",95,"H",1987,"H",13579,124,,"H",138,"G",1548,"G",6664,22,"B","S",0,"G",720,"G",3027,5,,"G",309,"G",4810,"G",20688,10,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1141//","N","C","D",0,"D",0,"D",0,5,"A","D",0,"D",0,"D",0,3,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1141//","O","B","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11411/","-",,"G",6115,"G",69979,"G",341208,2188,,"H",1660,"G",14634,"G",111150,2011,,"G",712,"H",6313,"H",28801,107,,"G",376,"H",3880,"G",18551,27,,"G",740,"G",8502,"G",38936,25,,"H",439,"H",7511,"H",27313,6,,"H",1114,"H",17172,"H",79237,8,,"H",1074,"S",0,"H",37220,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11411/","C",,"G",1925,"G",23297,"G",96210,240,,"H",217,"G",2393,"H",15562,199,,"H",131,"G",864,"H",4777,19,,"H",118,"H",978,"H",3389,9,,"H",200,"G",1632,"H",8798,7,,"G",0,"G",0,"G",0,0,,"G",458,"H",7791,"G",32586,3,,"H",801,"S",0,"H",31098,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11411/","Z",,"G",2686,"H",27177,"G",161392,1533,,"H",1187,"G",9678,"G",76784,1457,,"G",337,"H",3429,"H",15105,51,,"G",155,"G",1870,"G",10786,11,,"G",186,"G",1708,"G",8198,7,"C","D",0,"D",0,"D",0,2,"F","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11411/","S",,"G",369,"H",3178,"H",13450,245,"C","S",0,"G",524,"G",4946,227,,"G",106,"H",472,"H",2255,15,"A","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11411/","P",,"H",947,"G",11824,"G",51771,163,,"G",95,"H",1987,"H",13579,124,,"H",138,"G",1548,"G",6664,22,"B","S",0,"G",720,"G",3027,5,,"G",309,"G",4810,"G",20688,10,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11411/","N","C","D",0,"D",0,"D",0,5,"A","D",0,"D",0,"D",0,3,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11411/","O","B","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114111","-",,"G",3959,"G",52860,"G",248205,1234,"F","S",0,"G",8787,"G",68888,1123,,"G",440,"H",4067,"H",19743,66,,"H",262,"H",2636,"H",12894,19,,"G",410,"G",6357,"G",27387,13,,"G",299,"G",5052,"G",17803,4,,"H",1020,"H",16595,"H",76206,7,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114111","C",,"G",1056,"G",17860,"G",66344,115,,"H",92,"H",1450,"G",7396,91,,"H",83,"G",522,"G",3522,12,"B","S",0,"H",436,"H",1103,6,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",458,"H",7791,"G",32586,3,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114111","Z",,"G",1734,"H",19437,"H",115710,825,"F","S",0,"G",5201,"G",46200,783,,"G",178,"H",2144,"G",9553,26,,"G",117,"H",1509,"H",8944,8,,"H",83,"H",995,"H",5002,3,"C","D",0,"D",0,"D",0,1,"F","D",0,"D",0,"D",0,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114111","S",,"G",289,"H",2865,"H",11816,177,"C","S",0,"H",402,"G",4137,164,,"H",68,"H",281,"H",1430,10,"A","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114111","P",,"H",772,"G",10379,"G",44262,115,,"G",63,"H",1734,"H",11155,85,,"H",111,"H",1120,"H",5238,18,"B","D",0,"D",0,"D",0,3,,"H",227,"G",4387,"G",18558,7,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"E","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114111","N","C","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114112","-",,"H",2063,"G",16202,"G",88794,912,,"G",662,"G",5617,"G",41057,851,,"H",248,"H",1876,"H",7669,37,"C","S",0,"H",1244,"H",5657,8,,"H",296,"H",1828,"H",9934,11,"C","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,1,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114112","C",,"H",866,"G",5397,"G",29680,123,,"G",122,"G",903,"H",7980,106,"B","D",0,"D",0,"D",0,7,"B","D",0,"D",0,"D",0,3,"C","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"F","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114112","Z",,"G",921,"G",7557,"G",44759,679,,"G",467,"G",4353,"G",29900,646,,"G",155,"H",1226,"H",5313,24,"B","D",0,"D",0,"D",0,3,,"G",103,"G",713,"H",3196,4,"B","D",0,"D",0,"D",0,1,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114112","S","B","S",0,"H",259,"H",1392,66,"B","S",0,"G",122,"G",809,63,"B","D",0,"D",0,"D",0,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114112","P",,"H",133,"H",806,"G",4687,42,,"H",28,"H",188,"G",2125,35,,"H",23,"H",171,"H",518,3,"B","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114112","O","B","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114119","-",,"H",93,"S",0,"H",4209,42,"B","S",0,"H",230,"H",1205,37,"B","D",0,"D",0,"D",0,4,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114119","C","A","D",0,"D",0,"D",0,2,"A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114119","Z","B","S",0,"H",183,"H",923,29,"B","S",0,"G",124,"G",684,28,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114119","S","A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,"A","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114119","P","B","D",0,"D",0,"D",0,6,,"G",4,"H",65,"H",299,4,"A","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","114119","N","A","D",0,"D",0,"D",0,3,"A","D",0,"D",0,"D",0,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1142//","-",,"G",1652,"H",11784,"H",49301,302,,"G",271,"G",1486,"G",8106,216,,"G",339,"G",2491,"G",9949,52,,"G",298,"G",1864,"G",7283,21,,"H",329,"H",2017,"H",7925,11,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1142//","C",,"G",584,"G",3498,"G",15471,55,"B","S",0,"H",175,"G",791,29,,"H",66,"G",568,"G",2196,10,,"H",148,"G",1020,"G",3994,10,"C","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1142//","Z",,"G",367,"G",1968,"G",8790,108,,"H",90,"H",539,"G",3467,85,,"H",96,"H",601,"G",2695,14,,"H",87,"H",470,"H",1749,6,,"H",94,"H",358,"H",879,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1142//","S",,"G",61,"H",369,"H",1815,38,"B","S",0,"G",139,"G",946,34,"B","D",0,"D",0,"D",0,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1142//","P",,"G",257,"G",1489,"G",6066,80,,"G",78,"G",458,"G",2175,57,,"G",119,"G",850,"G",3142,19,"B","S",0,"H",150,"G",675,3,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","1142//","N","E","D",0,"D",0,"D",0,21,"B","S",0,"H",175,"H",727,11,,"H",32,"G",242,"G",1047,5,"B","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11421/","-",,"G",1652,"H",11784,"H",49301,302,,"G",271,"G",1486,"G",8106,216,,"G",339,"G",2491,"G",9949,52,,"G",298,"G",1864,"G",7283,21,,"H",329,"H",2017,"H",7925,11,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11421/","C",,"G",584,"G",3498,"G",15471,55,"B","S",0,"H",175,"G",791,29,,"H",66,"G",568,"G",2196,10,,"H",148,"G",1020,"G",3994,10,"C","D",0,"D",0,"D",0,5,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11421/","Z",,"G",367,"G",1968,"G",8790,108,,"H",90,"H",539,"G",3467,85,,"H",96,"H",601,"G",2695,14,,"H",87,"H",470,"H",1749,6,,"H",94,"H",358,"H",879,3,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11421/","S",,"G",61,"H",369,"H",1815,38,"B","S",0,"G",139,"G",946,34,"B","D",0,"D",0,"D",0,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11421/","P",,"G",257,"G",1489,"G",6066,80,,"G",78,"G",458,"G",2175,57,,"G",119,"G",850,"G",3142,19,"B","S",0,"H",150,"G",675,3,"B","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11421/","N","E","D",0,"D",0,"D",0,21,"B","S",0,"H",175,"H",727,11,,"H",32,"G",242,"G",1047,5,"B","D",0,"D",0,"D",0,2,"B","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,"C","D",0,"D",0,"D",0,1,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
